operation_date,operation_start_time_est,operation_close_time_est,settlement_date,preliminary_ann_pdf,preliminary_ann_xml,final_ann_pdf,final_ann_xml,results_pdf,results_xml,special_ann_pdf,operation_type,security_type,maturity_bucket,nbr_issues_accepted,total_par_amt_offered,par_amt_per_offer,max_par_amt_redeemed,max_nbr_offers,nbr_issues_eligible,total_par_amt_accepted
2000-12-14,10:30 AM,11:00 AM,2000-12-18,null,null,ofbba121300.pdf,null,"ofbbr121400p1.pdf, ofbbr121400p2.pdf",null,null,null,null,null,7,4194000000.00,100000.00,null,null,9,1251000000.00
2000-12-07,10:30 AM,11:00 AM,2000-12-11,null,null,ofbba120600.pdf,null,"ofbbr120700p1.pdf, ofbbr120700p2.pdf",null,null,null,null,null,6,4984000000.00,100000.00,null,null,11,1250000000.00
2000-11-16,10:30 AM,11:00 AM,2000-11-20,null,null,ofbba111500.pdf,null,"ofbbr111600p1.pdf, ofbbr111600p2.pdf",null,null,null,null,null,3,4903000000.00,100000.00,null,null,10,1000000000.00
2000-11-09,10:30 AM,11:00 AM,2000-11-13,null,null,ofbba110800.pdf,null,"ofbbr110900p1.pdf, ofbbr110900p2.pdf",null,null,null,null,null,10,4796000000.00,100000.00,null,null,11,1250000000.00
2000-10-26,10:30 AM,11:00 AM,2000-10-30,null,null,ofbba102500.pdf,null,"ofbbr102600p1.pdf, ofbbr102600p2.pdf",null,null,null,null,null,9,5308000000.00,100000.00,null,null,11,1500000000.00
2000-10-19,10:30 AM,11:00 AM,2000-10-23,null,null,ofbba101800.pdf,null,"ofbbr101900p1.pdf, ofbbr101900p2.pdf",null,null,null,null,null,9,4785000000.00,100000.00,null,null,10,1501000000.00
2000-09-28,10:30 AM,11:00 AM,2000-10-02,null,null,ofbba92700.pdf,null,"ofbbr92800p1.pdf, ofbbr92800p2.pdf",null,null,null,null,null,2,5660000000.00,100000.00,null,null,10,1000000000.00
2000-09-21,10:30 AM,11:00 AM,2000-09-25,null,null,ofbba92000.pdf,null,"ofbbr92100p1.pdf, ofbbr92100p2.pdf",null,null,null,null,null,10,5888000000.00,100000.00,null,null,11,1500000000.00
2000-08-24,10:30 AM,11:00 AM,2000-08-28,null,null,ofbba82300.pdf,null,"ofbbr82400p1.pdf, ofbbr82400p2.pdf",null,null,null,null,null,3,4950000000.00,100000.00,null,null,10,750000000.00
2000-08-17,10:30 AM,11:00 AM,2000-08-21,null,null,ofbba81600.pdf,null,"ofbbr81700p1.pdf, ofbbr81700p2.pdf",null,null,null,null,null,8,6879000000.00,100000.00,null,null,11,1500000000.00
2000-07-27,10:30 AM,11:00 AM,2000-07-31,null,null,ofbba72600.pdf,null,"ofbbr72700p1.pdf, ofbbr72700p2.pdf",null,null,null,null,null,5,3641000000.00,100000.00,null,null,6,1000000000.00
2000-07-20,10:30 AM,11:00 AM,2000-07-24,null,null,ofbba71900.pdf,null,"ofbbr72000p1.pdf, ofbbr72000p2.pdf",null,null,null,null,null,7,4440000000.00,100000.00,null,null,8,1500000000.00
2000-06-29,10:30 AM,11:00 AM,2000-07-03,null,null,ofbba62800.pdf,null,"ofbbr62900p1.pdf, ofbbr62900p2.pdf",null,null,null,null,null,11,7023000000.00,100000.00,null,null,13,2000000000.00
2000-06-22,10:30 AM,11:00 AM,2000-06-26,null,null,ofbba62100.pdf,null,"ofbbr62200p1.pdf, ofbbr62200p2.pdf",null,null,null,null,null,11,7340000000.00,100000.00,null,null,12,2000000000.00
2000-05-25,10:30 AM,11:00 AM,2000-05-30,null,null,ofbba52400.pdf,null,"ofbbr52500p1.pdf, ofbbr52500p2.pdf",null,null,null,null,null,12,8114000000.00,100000.00,null,null,13,2000000000.00
2000-05-18,10:30 AM,11:00 AM,2000-05-22,null,null,ofbba51700.pdf,null,"ofbbr51800p1.pdf, ofbbr51800p2.pdf",null,null,null,null,null,10,9116000000.00,100000.00,null,null,12,2001000000.00
2000-04-27,10:30 AM,11:00 AM,2000-05-01,null,null,ofbba42500.pdf,null,"ofbbr42700p1.pdf, ofbbr42700p2.pdf",null,null,null,null,null,24,10829000000.00,100000.00,null,null,26,3000000000.00
2000-04-20,10:30 AM,11:00 AM,2000-04-25,null,null,ofbba41800.pdf,null,"ofbbr42000p1.pdf, ofbbr42000p2.pdf",null,null,null,null,null,12,8524000000.00,100000.00,null,null,14,2000000000.00
2000-03-16,10:30 AM,11:00 AM,2000-03-20,null,null,ofbba31400.pdf,null,"ofbbr31600p1.pdf, ofbbr31600p2.pdf",null,null,null,null,null,11,6444000000.00,100000.00,null,null,11,1001000000.00
2000-03-09,10:30 AM,11:00 AM,2000-03-13,null,null,ofbba30700.pdf,null,"ofbbr30900p1.pdf, ofbbr30900p2.pdf",null,null,null,null,null,9,8627000000.00,100000.00,null,null,13,1001000000.00
